id,title,digest,url,author,publish_time
"403","互联网*18 | 腾讯、网易游戏、字节跳动等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495475&idx=1&sn=ba84d8af8e8a9ff1a6cd3c58f10f2b19&chksm=e9f930ddde8eb9cb18859a2484185ab46147c2ee48387e9810c0924d26644ec275cb56af22a5&scene=27#wechat_redirect","西西","2019-12-20 18:00:00"
"404","咨询*8 | 腾讯、平安科技、美世等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495475&idx=2&sn=e7f0bf1a5b62c124db894ee509f630c4&chksm=e9f930ddde8eb9cb04d366350be2807c12bdfb61c314228b3de9813873ca2baa1b3ea8479de6&scene=27#wechat_redirect","西西","2019-12-20 18:00:00"
"405","金融*20 | 东方花旗、中信证券、方正证券等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495475&idx=3&sn=0a235bfa4b2be47c792bd85d1f1db18d&chksm=e9f930ddde8eb9cbdbd413ba2784f1eafad1f86856f7d9918ffdf38f9d0b2751524229712fca&scene=27#wechat_redirect","西西","2019-12-20 18:00:00"
"406","多行业*12 | 欧莱雅、尼尔森、苹果等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495475&idx=4&sn=1ae73176b943a06a599ba03a4e49be46&chksm=e9f930ddde8eb9cb420cde4f3c986defa8cd0e3352a0224a489bed1e371373ec417516b64fae&scene=27#wechat_redirect","西西","2019-12-20 18:00:00"
"407","互联网*7 | 腾讯、京东、滴滴出行等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495465&idx=1&sn=2aa050e39bfaa46f85ed248053265996&chksm=e9f930c7de8eb9d10b9351c95119a351ab85a302b3fb3cedd6e65bda27f32242f8ecb26140d2&scene=27#wechat_redirect","Tang","2019-12-19 08:00:00"
"408","咨询*8 | 滴滴商分、百信银行战略部、埃森哲等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495465&idx=2&sn=3112e062474a8def080b149f2083dd67&chksm=e9f930c7de8eb9d1aeb8eed032430ad60609ab27b3688a9160c6d3452a6131152f274baecdd2&scene=27#wechat_redirect","Tang","2019-12-19 08:00:00"
"409","金融*12 | 光大证券、中信证券、昆仑银行等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495465&idx=3&sn=6b721119a1066a770a1452979b623706&chksm=e9f930c7de8eb9d13593f1facca134ba9e033a0833806470924702d67d96c5a406336483a14a&scene=27#wechat_redirect","Tang","2019-12-19 08:00:00"
"410","多行业*8 | 玛氏、联合利华、欧莱雅等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495465&idx=4&sn=c06c9ef6655d720fa7cea359a1356932&chksm=e9f930c7de8eb9d10eb3916522eb75717310e8c1b95170923c4681d87ece172ec6075089dcf0&scene=27#wechat_redirect","Tang","2019-12-19 08:00:00"
"411","互联网*14 | 腾讯、字节跳动、百度、美团点评、网易游戏实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495448&idx=1&sn=2101bc098240f8625abd5cd19841e5fe&chksm=e9f930f6de8eb9e08d2c228f519e71421377510f4d8433003891042c273ba2ebeae0e53485a2&scene=27#wechat_redirect","JC","2019-12-18 08:00:00"
"412","咨询*5 | 贝恩、腾讯商分、字节跳动战略、平安战略等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495448&idx=2&sn=90ead43a80a19177558cfd8ad6d9fc22&chksm=e9f930f6de8eb9e0dec3479b4243a002c9cf067dab08b401b8fb4be861963f323bb62b9adc9b&scene=27#wechat_redirect","JC","2019-12-18 08:00:00"
"413","金融*22 | 腾讯音乐投资并购、联想创投、中金公司等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495448&idx=3&sn=354fa915bb010d09aefa940c4be2a56c&chksm=e9f930f6de8eb9e071f65f76274307426b0ba8dc63826d26ccf22559237100b74aa33b37daab&scene=27#wechat_redirect","JC","2019-12-18 08:00:00"
"414","多行业*4 | 欧莱雅、百威英博、戴姆勒等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495448&idx=4&sn=88854e130657b3510a2bb59b376d3bb4&chksm=e9f930f6de8eb9e0ee95b5eee8dd01c6cbd1ca44b5301c5d021afde4847cf67a32534e8175a4&scene=27#wechat_redirect","JC","2019-12-18 08:00:00"
"415","互联网*3 | 腾讯、滴滴出行、京东实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495428&idx=1&sn=4eebe1e2061353adedfce798f60c3a7e&chksm=e9f930eade8eb9fc8c31162f358a06e45d877da8175f2b9adeb34ff4c4dddb455195ab9743dc&scene=27#wechat_redirect","","2019-12-17 08:00:00"
"416","咨询*5 | 科尔尼、罗兰贝格、美世咨询等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495428&idx=2&sn=8e474eb68a84ec52d7511754cb35ddf7&chksm=e9f930eade8eb9fc8a3dd8f2e6163896145763fe98487ddda0b273b29cfe54eec7f72121dae2&scene=27#wechat_redirect","","2019-12-17 08:00:00"
"417","金融*18 | 中金资本、平安集团、中信证券等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495428&idx=3&sn=aa0c5ca7895fe42476e15758d5002236&chksm=e9f930eade8eb9fc9a879c87c04276488ae2fcda98dc42a8c041948042377d333b2cfa2d4e44&scene=27#wechat_redirect","","2019-12-17 08:00:00"
"418","多行业*6 | 字节跳动、罗兰贝格等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495428&idx=4&sn=cafdc39706d0cf98fe92bacf4fc5dfd7&chksm=e9f930eade8eb9fcd3b72618081a36e15016c3b4983eae8fd82f4dbafde3436c51255cbed56a&scene=27#wechat_redirect","","2019-12-17 08:00:00"
"419","如何写出一份能进宝洁、腾讯、四大，毕业年薪20万+的简历？","","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495426&idx=1&sn=40465b50a549cdf7dd16fc31ff9b9288&chksm=e9f930ecde8eb9faec967eb586967383fb0896751e061be239088bff1379f59ad0642bfab738&scene=27#wechat_redirect","靠谱的小灶君","2019-12-16 08:00:00"
"420","互联网*4 | 字节跳动、腾讯、滴滴等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495426&idx=2&sn=969308bcf3e9694d3232563f08f49b46&chksm=e9f930ecde8eb9fa91b4f7c0eea6a4b9d652b22a25715f4111f1322535e3f187332cc61ae6c5&scene=27#wechat_redirect","Yan","2019-12-16 08:00:00"
"421","咨询*9 | 复星战略发展部、滴滴战略部、思略特等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495426&idx=3&sn=f576454b33db19a55a9a763ac2e6057a&chksm=e9f930ecde8eb9fa3397ba46e087ee156af31ea0c1111e30189b57de656f102a9ca501921847&scene=27#wechat_redirect","Yan","2019-12-16 08:00:00"
"422","金融*15 | 中金、广发证券、华泰联合等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495426&idx=4&sn=5a0ac2d6ba51431d2fec1b4534b7153c&chksm=e9f930ecde8eb9fa88b35c3275d918b9e2d57df518240c8474f013f455fa3b0878e085d76543&scene=27#wechat_redirect","Yan","2019-12-16 08:00:00"
"423","多行业*8 | 联合利华、雅诗兰黛、捷豹路虎等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495426&idx=5&sn=0412fe2d813bd9cc6eba9197fb7583a2&chksm=e9f930ecde8eb9fa37325403e5dc44a69a57f75ade3228ed5bda9a19476d398fff6077973d83&scene=27#wechat_redirect","Yan","2019-12-16 08:00:00"
"424","互联网*15 | 字节跳动、腾讯、美团等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495406&idx=1&sn=61a9f15afe51a24c55b9bd3954d974b4&chksm=e9f93100de8eb8166b900721da9e2fc02bab19a84ef5a13df90035e9ed9e881df3fc49089244&scene=27#wechat_redirect","Yan","2019-12-13 17:57:25"
"425","咨询*10 | 美团战略、滴滴战略、罗兰贝格等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495406&idx=2&sn=b044b39abb6d535658964be98ea2ad92&chksm=e9f93100de8eb816a991b5d89b86841756f627d43f54e92b692da60d7bcab5e3f3d2add3ea2a&scene=27#wechat_redirect","Yan","2019-12-13 17:57:25"
"426","金融*59 | KKR、中金、广发证券等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495406&idx=3&sn=ef9640096052ed7a0221fe673f5fbb7e&chksm=e9f93100de8eb816abdb159c46fca8e0598aec4f3c3e8bc1ee0b3b8a7373c57a7818495e5e4e&scene=27#wechat_redirect","Yan","2019-12-13 17:57:25"
"427","多行业*17 | 联合利华、达能、欧莱雅等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495406&idx=4&sn=e371bf60f3ea25f5b427a4146a8646dc&chksm=e9f93100de8eb8169ad939262eaa375deb8b41ae2ba186b09738adf86ac678e34a07c58306f1&scene=27#wechat_redirect","Yan","2019-12-13 17:57:25"
"428","互联网*13 | 腾讯、字节跳动、网易游戏等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495388&idx=1&sn=d4f51fe82143c23208c8262d1dcaf58e&chksm=e9f93132de8eb824020e31f90055e7234570a1e4ba3e068cc31aa22b404c100b827386c8c8c6&scene=27#wechat_redirect","","2019-12-12 08:00:00"
"429","咨询*6 | 百度战略、德国电信咨询、罗兰贝格等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495388&idx=2&sn=1d11d95e5d5a2f32f19476d26cc95427&chksm=e9f93132de8eb8243906df0e4711f0bc59fb5d2bd4277d914c58c61e15b7932e74d2983f08e4&scene=27#wechat_redirect","","2019-12-12 08:00:00"
"430","金融*26 | 真格基金、东方花旗证券、广发证券等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495388&idx=3&sn=d8d7d0db895e2f05ebcb626672a223c6&chksm=e9f93132de8eb8248c1cd4b2298d2db288745119a34859d3c421f1771f9a6d4406275945074a&scene=27#wechat_redirect","","2019-12-12 08:00:00"
"431","多行业*6 | 联合利华、通用汽车、欧莱雅等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495388&idx=4&sn=a15405df650e846b51faf308077bbbd1&chksm=e9f93132de8eb824201a1e14d1ac2917ad7b13e58b4e42b6ce980e5808e5793dd4a86f2e48c2&scene=27#wechat_redirect","","2019-12-12 08:00:00"
"432","互联网*20 | 阿里巴巴、腾讯、字节跳动、美团、滴滴、网易、小米等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495385&idx=1&sn=e28ada49ac4b952544ce43e96cc85c13&chksm=e9f93137de8eb8216edbe162025fc8a57d07b5e15d6da89f53eb8ba9189cd5de778b3914096b&scene=27#wechat_redirect","JC","2019-12-11 08:00:00"
"433","咨询*17 | 腾讯商分、字节跳动战略、辉瑞战略、平安战略等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495385&idx=2&sn=ca4cd2c36d72211050db58740817e0d2&chksm=e9f93137de8eb821386ed8c077082c334aa54e3fcf76c8976cd68bf62ff0d8c008c713febe7d&scene=27#wechat_redirect","JC","2019-12-11 08:00:00"
"434","金融*20 | 经纬中国、指数资本、中信资本、招商证券等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495385&idx=3&sn=a65c8563941bbfb878dda2138a39f9b4&chksm=e9f93137de8eb821687f7da0b9f056b7af5aefd3f907bfd11f5e1e0e331fa30009068e7e6779&scene=27#wechat_redirect","JC","2019-12-11 08:00:00"
"435","多行业*15 | 联合利华、玛氏、欧莱雅、宝马、雀巢等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495385&idx=4&sn=91a0695f71e197c814c621ad65ea619b&chksm=e9f93137de8eb821f186cf0ee05e645bd4478e8699b3fec0870f26b16e05b5b3b414458d8210&scene=27#wechat_redirect","JC","2019-12-11 08:00:00"
"436","互联网*12 | 网易游戏实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495375&idx=1&sn=f82205860e2346085518875464f5a14f&chksm=e9f93121de8eb837635af66a2c156e5635b0a2fa4c0c2619cb36342af650685820486b9041ac&scene=27#wechat_redirect","西西","2019-12-10 08:00:00"
"437","咨询*10 | 罗兰贝格、埃森哲、腾讯战略发展部等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495375&idx=2&sn=2ed8deb51b30f359937160dd8605d5aa&chksm=e9f93121de8eb83792e79d06cd3266ddc0ae1327c1f7b6b653117f9d87c8994327c4ae343e36&scene=27#wechat_redirect","西西","2019-12-10 08:00:00"
"438","金融*20 | 方正证券、华西证券、申万宏源等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495375&idx=3&sn=af9ae51e4268a42bfd527352eb2b825b&chksm=e9f93121de8eb837f62b879f87d46ee19a2502bb21197c64a7c8f63f6fcd4ebe3249b2d0680e&scene=27#wechat_redirect","西西","2019-12-10 08:00:00"
"439","多行业*15 | 尼尔森、欧莱雅、拜耳、联合利华等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495375&idx=4&sn=a2aadac84158121c70267a735fa01ee4&chksm=e9f93121de8eb837575d1795dc143730a5441293db059d9993e3064a646c1941ae55862bbc64&scene=27#wechat_redirect","西西","2019-12-10 08:00:00"
"440","互联网*12 | 腾讯、亚马逊、字节跳动等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495358&idx=1&sn=ed328d33a6889218276f1520e654e257&chksm=e9f93150de8eb846227fb6ab3e5e5b37791464a4197ede5a4985b345c9ed0102a12e1b6e212e&scene=27#wechat_redirect","Tang","2019-12-09 08:00:00"
"441","咨询*17 | Bain、Oliver Wyman、腾讯商分等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495358&idx=2&sn=224fcd68024f3aeaf01275ecb2a1fda7&chksm=e9f93150de8eb8460d9a96fc45f19d447d503b162c462a33cefdcf5d060d58e1756cf9ed9224&scene=27#wechat_redirect","","2019-12-09 08:00:00"
"442","金融*34 | 嘉实基金、中金公司、国泰君安等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495358&idx=3&sn=1cce4d63fc569f5a185c01963370fbe3&chksm=e9f93150de8eb8464aa096c9316c187ec33c0d8013875f13d26b82e3b241f40a5c64e0bf5d0c&scene=27#wechat_redirect","Tang","2019-12-09 08:00:00"
"443","多行业*13 | 字节跳动、罗德公关、欧莱雅等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495358&idx=4&sn=2198c5fee0a6b1152575703b6f473644&chksm=e9f93150de8eb846cbf16b88bde9c263828f88cb29524e49ecb61dec4cd3c77cc18dd18b5d68&scene=27#wechat_redirect","Tang","2019-12-09 08:00:00"
"444","互联网*12 | 字节跳动、腾讯、京东等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495338&idx=1&sn=186dd3d6d2961460ff75b329a15463e7&chksm=e9f93144de8eb852d0badcbc94ab55705e43ddef58a456044464fb8894d5ecf1feac90d72238&scene=27#wechat_redirect","Yan","2019-12-06 18:02:00"
"445","咨询*12 | 腾讯商业分析、京东数科战投部、L.E.K等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495338&idx=2&sn=3e88eccc30b8c78a3a8d7c8c1907192b&chksm=e9f93144de8eb8522384bdefcb6ebbfbd0d5a8a65bf624291b3e32c2fd60f4832af416bb5827&scene=27#wechat_redirect","Yan","2019-12-06 18:02:00"
"446","金融*50 | KKR、IDG、好未来战投等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495338&idx=3&sn=d2fd097472f763fb6669427ca861464b&chksm=e9f93144de8eb8524e746819f4b5b5751d2c0d8b53439f2c4860096a55cce2e3709787053785&scene=27#wechat_redirect","Yan","2019-12-06 18:02:00"
"447","多行业*20 | 联合利华、欧莱雅、百事等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495338&idx=4&sn=dcc51b26afcadefcfb61f03241c33274&chksm=e9f93144de8eb852ec3677597128f0362eb53723d042dea22e2013bad14c1323ff193b92bcb4&scene=27#wechat_redirect","Yan","2019-12-06 18:02:00"
"448","互联网*2 |字节跳动、脉脉实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495315&idx=1&sn=7544cbf9d6e740980f3de528a7cf1f72&chksm=e9f9317dde8eb86b6ab70a6059057e45ca79726e6f311c276eb35fc86cf145533b6d41b24c42&scene=27#wechat_redirect","","2019-12-05 08:00:00"
"449","咨询*7 | 字节跳动战略、罗兰贝格、埃森哲、怡安翰威特等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495315&idx=2&sn=24cf601dd39d15b398700a0a7d03ba2d&chksm=e9f9317dde8eb86b8178639c33f552704287d9d8e86f8f5252531d8ef20e6e3285d993dfee5d&scene=27#wechat_redirect","","2019-12-05 08:00:00"
"450","金融*18 | 中金公司、中信证券、中国人寿等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495315&idx=3&sn=d73751197f959a103cb71b6338d14017&chksm=e9f9317dde8eb86b67ea51c12e7699861057d67898e1e5c0763a89faa242627b2686a79bab89&scene=27#wechat_redirect","","2019-12-05 08:00:00"
"451","多行业*12 | 联合利华、字节跳动、辉瑞普强等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495315&idx=4&sn=a462fb2196ba53913dfee9bcfa95da87&chksm=e9f9317dde8eb86bd66229ef956b41fa3deb0f32addb4ab8ba6a80db207e06d29bbbec708e2c&scene=27#wechat_redirect","","2019-12-05 08:00:00"
"452","特别推荐*1| 网易游戏多岗位实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495312&idx=1&sn=393a98b7f51a98c682f78e6bffff933c&chksm=e9f9317ede8eb868de66eaba1cf638065844969a6acf2716b7b5005c851bb05d9663364ca55c&scene=27#wechat_redirect","西西","2019-12-04 08:00:00"
"453","互联网*8 | 腾讯、字节跳动、滴滴等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495312&idx=2&sn=8003d3a380eacb025f9b2641d80d4eed&chksm=e9f9317ede8eb868f31493dd49a7217d002512ea0f5d67a2a6b8b14dd4d91ca196fef6984ed5&scene=27#wechat_redirect","西西","2019-12-04 08:00:00"
"454","咨询*5 | 奥纬咨询、腾讯游戏、字节跳动等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495312&idx=3&sn=f441a2a2c0a7616ba47acd377ab55ae0&chksm=e9f9317ede8eb8689951ddc489bcf9978ae0895a704137b7f055fdf31087f190788f062f3fe4&scene=27#wechat_redirect","西西","2019-12-04 08:00:00"
"455","金融*9 | 中金公司、中国银行、兴业证券、申万宏源等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495312&idx=4&sn=d68ca422c93c9e0788daa75bd2f9f281&chksm=e9f9317ede8eb868748de6928e3ff679bda9af037e6a92848fbf9daa04fc8a87edcd573707df&scene=27#wechat_redirect","西西","2019-12-04 08:00:00"
"456","多行业*2 | 阳光城集团、CNBC财经电视台实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495312&idx=5&sn=fc10e446e9becf30a7c27fdaf1eeefed&chksm=e9f9317ede8eb8686016f8c7263d1f4a499cc99c8486d2f02ee9fda81667b0fafd89bab622ae&scene=27#wechat_redirect","西西","2019-12-04 08:00:00"
"457","咨询*4 | 安永帕特侬、尼尔森、德勤等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495296&idx=1&sn=2666ed2a0143f354814de33bd20d04ae&chksm=e9f9316ede8eb87866ce57a5ba3b22130e94fec7b364e1d42920a2f7c2a2b78bb32cfb69723d&scene=27#wechat_redirect","JC","2019-12-03 08:00:00"
"458","金融*34 | 好未来战投、阿尔法公社、中信证券等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495296&idx=2&sn=bc0e858aac22c89ddd010c2b94365ccf&chksm=e9f9316ede8eb87876a4ad3079a58e9999fab2153b437ae0a2b0108298d6200a66ea99372a4c&scene=27#wechat_redirect","JC","2019-12-03 08:00:00"
"459","多行业*3 | 玛氏、联合利华、字节跳动等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495296&idx=3&sn=a896eadee5131682099771240c48e4eb&chksm=e9f9316ede8eb87869c55b01494e0e8f36ffdd9e007e84c44d49cbe76e1ad25b2fdbba8f8c38&scene=27#wechat_redirect","JC","2019-12-03 08:00:00"
"460","互联网*8 | 腾讯、滴滴、阿里巴巴等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495290&idx=1&sn=385e539d20af7634d0f5139c51e5ddb3&chksm=e9f93194de8eb882b60462bd6f514e449072d9e00f9ed1ed95ae45395694003bdcacfcc1700c&scene=27#wechat_redirect","Tang","2019-12-02 08:00:00"
"461","咨询*12 | 腾讯战略、字节跳动战略、IQVIA等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495290&idx=2&sn=e230fb1848bce8e04545a521711a56e9&chksm=e9f93194de8eb882a9c3d2436e396e6837b9cbfe12832fa1289e0e0b498c2dedcf9d8fdd9d18&scene=27#wechat_redirect","","2019-12-02 08:00:00"
"462","金融*34 | 高特佳、华泰联合、国泰君安等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495290&idx=3&sn=890ee75727ee1b8210397924281b6e8f&chksm=e9f93194de8eb882cea18d77153d6046eaea4c9affb8761f424e16124487d3871c22eb8bb95a&scene=27#wechat_redirect","Tang","2019-12-02 08:00:00"
"463","多行业*7 | 华为、IQVIA、Intel等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495290&idx=4&sn=222b7faf9ec7c666c94752b77fa42885&chksm=e9f93194de8eb882cfd563329805569a5899ba5b011cf219a0bdf7b062486fe941132c36ced9&scene=27#wechat_redirect","Tang","2019-12-02 08:00:00"
"464","互联网*12 | 字节跳动、腾讯、美团等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495279&idx=1&sn=838e9d780bd0db1598cbf39d76017dd9&chksm=e9f93181de8eb897635f5d1b3b6b19d645b1f95e892b68ae634ac9b6060f1f80c7662c22bfb1&scene=27#wechat_redirect","Yan","2019-11-29 18:00:00"
"465","咨询*13 | 腾讯战略发展部、字节跳动战略、滴滴战略等实习帖","关注并标星“今日实习”，第一时间获得最新实习资讯","http://mp.weixin.qq.com/s?__biz=MzI1MDg3NDQ5Nw==&mid=2247495279&idx=2&sn=27c1ab4a0fc7a978075fd14cada83c21&chksm=e9f93181de8eb897af4e7968e54944b122c7e96f931654cd5d7261c575fbafaf7f1029dc6cdd&scene=27#wechat_redirect","Yan","2019-11-29 18:00:00"
