id,admitted_major,admitted_school,location
3989,数据科学与分析学理学硕士,卡迪夫大学,英国
3990,数学、运筹学、统计学与计量经济学理学硕士,伯明翰大学,英国
3991,生物与生物过程工程理学硕士,谢菲尔德大学,英国
3992,精算科学理学硕士,莱斯特大学,英国
3993,纯数学与数理逻辑理学硕士,曼彻斯特大学,英国
3994,数据科学理学硕士,布里斯托大学,英国
3995, 理论物理学理学硕士,伦敦大学国王学院,英国
3996,数学、运筹学、统计学与计量经济学理学硕士,伯明翰大学,英国
3997,统计学理学硕士,格拉斯哥大学,英国
3998,国际经济法法学硕士,爱丁堡大学,英国
3999,数字资产与媒体管理文学硕士,伦敦大学国王学院,英国
4000,数字技术、传播与教育文学硕士,曼彻斯特大学,英国
4001,法律硕士,伦敦大学学院,英国
4002,教育学理学硕士,爱丁堡大学,英国
4003,房地产资产管理理学硕士,曼彻斯特大学,英国
4004,可持续资源理学硕士,伦敦大学学院,英国
4005,东亚关系理学硕士,爱丁堡大学,英国
4006,国际政治经济学文学硕士,伦敦大学国王学院,英国
4007,政治经济学文学硕士,曼彻斯特大学,英国
4008,教育学理学硕士,爱丁堡大学,英国
4009,国际健康政策（健康经济）理学硕士,伦敦政治经济学院,英国
4010,法学硕士,伦敦大学国王学院,英国
4011,对外英语教学文学硕士,伦敦大学学院,英国
4012,国际经济法法学硕士,爱丁堡大学,英国
4013,艺术与文化背景教育文学硕士,伦敦大学国王学院,英国
4014,法律硕士,伦敦大学学院,英国
4015,电影研究理学硕士,爱丁堡大学,英国
4016,法律硕士,伦敦大学学院,英国
4017,应用语言学文学硕士,伦敦大学学院,英国
4018,项目与企业管理理学硕士,伦敦大学学院,英国
4019,项目与企业管理理学硕士,伦敦大学学院,英国
4020,对外英语教学理学硕士,爱丁堡大学,英国
4021,教育学理学硕士(数学教育),布里斯托大学,英国
4022,社会学文学硕士,曼彻斯特大学,英国
4023,对外英语教学理学硕士,爱丁堡大学,英国
4024,国际政治经济方向文学硕士,曼彻斯特大学,英国
4025,社会学文学硕士,曼彻斯特大学,英国
4026,对外英语教学文学硕士,伦敦大学学院,英国
4027,中国社会与文化理学硕士,爱丁堡大学,英国
4028,科学传播和公众参与理学硕士,爱丁堡大学,英国
4029,教育学(国际）文学硕士,曼彻斯特大学,英国
4030,全球环境与气候变化法法学硕士,爱丁堡大学,英国
4031,法学硕士,伦敦政治经济学院,英国
4032,社会学文学硕士,华威大学,英国
4033,教育学理学硕士,爱丁堡大学,英国
4034,语言教育文学硕士,爱丁堡大学,英国
4035,城市研究理学硕士,伦敦大学学院,英国
4036,可持续城市化理学硕士,伦敦大学学院,英国
4037,商业与专业跨文化交流理学硕士,华威大学,英国
4038,对外英语教学理学硕士,爱丁堡大学,英国
4039,国际商贸法法学硕士,曼彻斯特大学,英国
4040,对外英语教学理学硕士,爱丁堡大学,英国
4041,法学文学硕士,布里斯托大学,英国
4042,社会学与全球变化理学硕士,爱丁堡大学,英国
4043,教育学理学硕士,爱丁堡大学,英国
4044,数字文化与社会文学硕士,伦敦大学国王学院,英国
4045,建筑保护理学硕士,爱丁堡大学,英国
4046,建筑经济学与管理理学硕士,伦敦大学学院,英国
4047,公共政策理学硕士,伦敦大学学院,英国
4048,对外英语教学理学硕士,爱丁堡大学,英国
4049,教育管理文学硕士,伦敦大学国王学院,英国
4050,房地产资产管理理学硕士,曼彻斯特大学,英国
4051,社会政策与社会研究理学硕士,伦敦大学学院,英国
4052,数字资产与媒体管理文学硕士,伦敦大学国王学院,英国
4053,发展与教育心理学理学硕士,伦敦大学学院,英国
4054,教育心理学理学硕士,伦敦大学学院,英国
4055,公司法法学硕士,杜伦大学,英国
4056,国际银行法与金融法学硕士,爱丁堡大学,英国
4057,国际金融法法学硕士,伦敦大学国王学院,英国
4058,教育管理文学硕士,伦敦大学国王学院,英国
4059,国际金融法学硕士,曼彻斯特大学,英国
4060,国际金融法学硕士,曼彻斯特大学,英国
4061,公共政策硕士,爱丁堡大学,英国
4062,国际与欧洲政治理学硕士,爱丁堡大学,英国
4063,国际政治理论理学硕士,爱丁堡大学,英国
4064,政治科学—哲学与政治理论文学硕士,曼彻斯特大学,英国
4065,房地产资产管理理学硕士,曼彻斯特大学,英国
4066,体育政策、管理与国际发展理学硕士,爱丁堡大学,英国
4067,战争研究文学硕士,伦敦大学国王学院,英国
4068,旅游、环境与发展文学硕士/理学硕士,伦敦大学国王学院,英国
4069,社会政策与社会研究理学硕士,伦敦大学学院,英国
4070,教育文学硕士,伦敦大学学院,英国
4071,设计与数字媒体理学硕士,爱丁堡大学,英国
4072,景观与安居理学硕士,爱丁堡大学,英国
4073,城市设计与国际规划理学硕士,曼彻斯特大学,英国
4074,全球环境、政治与社会理学硕士,爱丁堡大学,英国
4075,城市规划及房地产开发理学硕士,格拉斯哥大学,英国
4076,房地产开发理学硕士,曼彻斯特大学,英国
4077,可持续城市文学硕士/理学硕士,伦敦大学国王学院,英国
4078,可再生能源与建筑理学硕士,诺丁汉大学,英国
4079,旅游、遗产与发展理学硕士,格拉斯哥大学,英国
4080,城市规划及房地产开发理学硕士,格拉斯哥大学,英国
4081,法学硕士,杜伦大学,英国
4082,广告和营销文学硕士,利兹大学,英国
4083,房地产规划与发展文学硕士,谢菲尔德大学,英国
4084,媒体管理理学硕士,格拉斯哥大学,英国
4085,城市战略与设计理学硕士,爱丁堡大学,英国
4086,社会研究方法（社会学）文学硕士,杜伦大学,英国
4087,用户体验设计文学硕士,拉夫堡大学,英国
4088,创意和文化产业管理理学硕士,谢菲尔德大学,英国
4089,设计创新理学硕士,拉夫堡大学,英国
4090,对外英语教学文学硕士,杜伦大学,英国
4091,应用语言学与对外英语教学文学硕士,纽卡斯尔大学,英国
4092,法学硕士,伦敦大学国王学院,英国
4093,法学硕士（国际商法）,布里斯托大学,英国
4094,公司法法学硕士,杜伦大学,英国
4095,旅游、环境与发展文学硕士/理学硕士,伦敦大学国王学院,英国
4096,创意写作,贝尔法斯特女王大学,英国
4097,媒体管理理学硕士,格拉斯哥大学,英国
4098,历史建筑保护理学硕士,巴斯大学,英国
4099,企业传播、营销与公共关系文学硕士,利兹大学,英国
4100,对外英语教学理学硕士,布里斯托大学,英国
4101,国际经济法法学硕士,华威大学,英国
4102,法学硕士（商法）,布里斯托大学,英国
4103,旅游、遗产与发展理学硕士,格拉斯哥大学,英国
4104,旅游、遗产与发展理学硕士,格拉斯哥大学,英国
4105,旅游、遗产与发展理学硕士,格拉斯哥大学,英国
4106,城市区域规划文学硕士,谢菲尔德大学,英国
4107,公共政策理学硕士,布里斯托大学,英国
4108,广告和营销文学硕士,利兹大学,英国
4109,景观学文学硕士,谢菲尔德大学,英国
4110,建筑工程设计理学硕士,谢菲尔德大学,英国
4111,景观学文学硕士,谢菲尔德大学,英国
4112,心理学理学硕士,格拉斯哥大学,英国
4113,教育学文学硕士,谢菲尔德大学,英国
4114,人力资源管理理学硕士,伯明翰大学,英国
4115,组织心理学理学硕士,利兹大学,英国
4116,大众传播学文学硕士,莱斯特大学,英国
4117,心理学与教育理学硕士,谢菲尔德大学,英国
4118,建筑和城镇区域规划建筑学硕士,谢菲尔德大学,英国
4119,经济学、能源政策与环境理学硕士,伦敦大学学院,英国
4120,对外英语教学文学硕士,杜伦大学,英国
4121,教育文学硕士,伦敦大学学院,英国
4122,教育学(国际）文学硕士,曼彻斯特大学,英国
4123,中国的比较发展观理学硕士,伦敦政治经济学院,英国
4124,教育学(国际）文学硕士,曼彻斯特大学,英国
4125,国际公共政策理学硕士,伦敦大学学院,英国
4126,公共政策理学硕士,伦敦大学学院,英国
4127,教育学理学硕士,布里斯托大学,英国
4128,教育学理学硕士,爱丁堡大学,英国
4129,心理学与教育文学硕士,华威大学,英国
4130,教育学理学硕士,爱丁堡大学,英国
4131,政治经济学文学硕士,曼彻斯特大学,英国
4132,社会研究方法（社会学）文学硕士,杜伦大学,英国
4133,教育学理学硕士,爱丁堡大学,英国
4134,跨国研究文学硕士,伦敦大学学院,英国
4135,社会研究文学硕士,谢菲尔德大学,英国
4136,创意写作,爱丁堡大学,英国
4137,翻译与口译研究文学硕士,曼彻斯特大学,英国
4138,国际公共政策理学硕士,伦敦大学学院,英国
4139,跨文化传播文学硕士,曼彻斯特大学,英国
4140,教育领导与管理文学硕士,华威大学,英国
4141,教育文学硕士,伦敦大学学院,英国
4142,建筑保护理学硕士,爱丁堡大学,英国
4143,对外英语教学理学硕士,爱丁堡大学,英国
4144,国际城市发展与规划理学硕士,曼彻斯特大学,英国
4145,社会研究理学硕士,爱丁堡大学,英国
4146,社会学理学硕士,伦敦政治经济学院,英国
4147,房地产资产管理理学硕士,曼彻斯特大学,英国
4148,学院电影研究,伦敦大学学院,英国
4149,社会工作硕士,爱丁堡大学,英国
4150,社会研究方法和统计理学硕士,曼彻斯特大学,英国
4151,社会政策与社会研究理学硕士,伦敦大学学院,英国
4152,电影研究,爱丁堡大学,英国
4153,公共政策理学硕士,伦敦大学学院,英国
4154,影视、展览与策展,爱丁堡大学,英国
4155,国际贸易与商法法学硕士,杜伦大学,英国
4156,国际银行法与金融法学硕士,爱丁堡大学,英国
4157,城市改造与发展理学硕士,曼彻斯特大学,英国
4158,城市区域规划文学硕士,谢菲尔德大学,英国
4159,国际商贸法法学硕士,曼彻斯特大学,英国
4160,教育学理学硕士,爱丁堡大学,英国
4161,数字资产与媒体管理文学硕士,伦敦大学国王学院,英国
4162,教育学(国际）文学硕士,曼彻斯特大学,英国
4163,对外英语教学理学硕士,爱丁堡大学,英国
4164,社会学文学硕士,曼彻斯特大学,英国
4165,教育管理文学硕士,伦敦大学国王学院,英国
4166,社会学文学硕士,华威大学,英国
4167,国际政治经济理学硕士,伦敦政治经济学院,英国
4168,国际公共政策理学硕士,伦敦大学学院,英国
4169,儿童研究理学硕士,爱丁堡大学,英国
4170,数字媒体：教育文学硕士,伦敦大学学院,英国
4171,数字媒体：教育文学硕士,伦敦大学学院,英国
4172,数字人文文学硕士,伦敦大学国王学院,英国
4173,国际传媒与传播研究文学硕士,诺丁汉大学,英国
4174,媒体管理理学硕士,格拉斯哥大学,英国
4175,可持续城市文学硕士/理学硕士,伦敦大学国王学院,英国
4176,房地产理学硕士,格拉斯哥大学,英国
4177,科学传播和公众参与理学硕士,爱丁堡大学,英国
4178,城市设计文学硕士,谢菲尔德大学,英国
4179,数字媒体与社会文学硕士,谢菲尔德大学,英国
4180,数字媒体与社会文学硕士,谢菲尔德大学,英国
4181,国际文化政策与管理文学硕士,华威大学,英国
4182,创意写作,伯明翰大学,英国
4183,广告和营销文学硕士,利兹大学,英国
4184,城市设计与规划文学硕士,谢菲尔德大学,英国
4185,发展心理学理学硕士,兰卡斯特大学,英国
4186,心理学与教育文学硕士,谢菲尔德大学,英国
4187,社会、文化与媒体文学硕士,利兹大学,英国
4188,比较文学文学硕士,诺丁汉大学,英国
4189,建筑环境设计理学硕士,卡迪夫大学,英国
4190,对外英语教学理学硕士,格拉斯哥大学,英国
4191,可再生能源与建筑理学硕士,诺丁汉大学,英国
4192,教育学理学硕士,布里斯托大学,英国
4193,建筑学可持续环境设计理学硕士,利物浦大学,英国
4194,法学硕士,伦敦大学国王学院,英国
4195,城市设计与规划文学硕士,谢菲尔德大学,英国
4196,可持续城市理学硕士,利兹大学,英国
4197,可持续建筑环境设计和管理理学硕士,雷丁大学,英国
4198,广告和营销文学硕士,利兹大学,英国
4199,广告和营销文学硕士,利兹大学,英国
4200,城市与地区规划理学硕士,伯明翰大学,英国
4201,心理学与教育文学硕士,谢菲尔德大学,英国
4202,社会科学研究方法理学硕士（社会学),布里斯托大学,英国
4203,城市区域规划文学硕士,谢菲尔德大学,英国
4204,教育学研究理学硕士,格拉斯哥大学,英国
4205,时尚管理文学硕士,南安普顿大学,英国
4206,城市设计文学硕士,卡迪夫大学,英国
4207,城市规划,格拉斯哥大学,英国
4208,生态都市学理学硕士,卡迪夫大学,英国
4209,国际政治经济学文学硕士,伦敦大学国王学院,英国
4210,企业传播、营销与公共关系文学硕士,利兹大学,英国
4211,时尚管理文学硕士,南安普顿大学,英国
