,idErr,reasons
834,1958,MISSING LANGUAGE
835,1958,MISSING BACKGROUND
836,1959,MISSING BACKGROUND
837,1960,MISSING BACKGROUND
838,1961,MISSING LANGUAGE
839,1961,MISSING BACKGROUND
840,1962,MISSING BACKGROUND
841,1963,MISSING BACKGROUND
842,1964,MISSING LANGUAGE
843,1964,MISSING BACKGROUND
844,1965,MISSING LANGUAGE
845,1965,MISSING BACKGROUND
846,1966,MISSING BACKGROUND
847,1967,MISSING BACKGROUND
848,1968,MISSING BACKGROUND
849,1969,MISSING LANGUAGE
850,1969,MISSING BACKGROUND
851,1970,MISSING LANGUAGE
852,1970,MISSING BACKGROUND
853,1971,MISSING LANGUAGE
854,1971,MISSING BACKGROUND
855,1972,MISSING LANGUAGE
856,1972,MISSING BACKGROUND
857,1973,MISSING LANGUAGE
858,1973,MISSING BACKGROUND
859,1974,MISSING LANGUAGE
860,1974,MISSING BACKGROUND
861,1975,MISSING LANGUAGE
862,1975,MISSING BACKGROUND
863,1976,MISSING LANGUAGE
864,1976,MISSING BACKGROUND
865,1977,MISSING BACKGROUND
866,1978,MISSING BACKGROUND
867,1979,MISSING BACKGROUND
868,1980,MISSING LANGUAGE
869,1980,MISSING BACKGROUND
870,1981,MISSING BACKGROUND
871,1982,MISSING BACKGROUND
872,1983,MISSING BACKGROUND
873,1984,MISSING LANGUAGE
874,1984,MISSING BACKGROUND
875,1985,MISSING LANGUAGE
876,1985,MISSING BACKGROUND
877,1986,MISSING LANGUAGE
878,1986,MISSING BACKGROUND
879,1987,MISSING BACKGROUND
880,1988,MISSING BACKGROUND
881,1989,MISSING BACKGROUND
882,1990,MISSING LANGUAGE
883,1990,MISSING BACKGROUND
884,1991,MISSING LANGUAGE
885,1991,MISSING BACKGROUND
886,1992,MISSING LANGUAGE
887,1992,MISSING BACKGROUND
888,1993,MISSING LANGUAGE
889,1993,MISSING BACKGROUND
890,1994,MISSING LANGUAGE
891,1994,MISSING BACKGROUND
892,1995,MISSING LANGUAGE
893,1995,MISSING BACKGROUND
894,1996,MISSING LANGUAGE
895,1996,MISSING BACKGROUND
896,1997,MISSING LANGUAGE
897,2000,MISSING LANGUAGE
898,2032,MISSING LANGUAGE
899,2042,MISSING LANGUAGE
900,2053,MISSING LANGUAGE
901,2064,MISSING LANGUAGE
902,2065,MISSING LANGUAGE
903,2066,MISSING GPA
904,2066,MISSING LANGUAGE
905,2068,MISSING BACKGROUND
906,2070,MISSING BACKGROUND
907,2071,MISSING BACKGROUND
908,2072,MISSING BACKGROUND
909,2073,MISSING BACKGROUND
910,2074,MISSING BACKGROUND
911,2075,MISSING BACKGROUND
912,2076,MISSING LANGUAGE
913,2076,MISSING BACKGROUND
914,2077,MISSING LANGUAGE
915,2077,MISSING BACKGROUND
916,2078,MISSING GPA
917,2078,MISSING BACKGROUND
918,2079,MISSING LANGUAGE
919,2079,MISSING BACKGROUND
920,2080,MISSING LANGUAGE
921,2080,MISSING BACKGROUND
922,2081,MISSING LANGUAGE
923,2081,MISSING BACKGROUND
924,2082,MISSING LANGUAGE
925,2082,MISSING BACKGROUND
926,2083,MISSING LANGUAGE
927,2083,MISSING BACKGROUND
928,2084,MISSING LANGUAGE
929,2084,MISSING BACKGROUND
930,2085,MISSING LANGUAGE
931,2085,MISSING BACKGROUND
932,2086,MISSING LANGUAGE
933,2086,MISSING BACKGROUND
934,2087,MISSING BACKGROUND
935,2088,MISSING LANGUAGE
936,2088,MISSING BACKGROUND
937,2089,MISSING LANGUAGE
938,2089,MISSING BACKGROUND
939,2090,MISSING LANGUAGE
940,2091,MISSING LANGUAGE
941,2092,MISSING LANGUAGE
942,2093,MISSING LANGUAGE
943,2094,MISSING LANGUAGE
944,2097,MISSING LANGUAGE
945,2098,MISSING LANGUAGE
946,2099,MISSING LANGUAGE
947,2100,MISSING LANGUAGE
948,2101,MISSING LANGUAGE
949,2104,MISSING LANGUAGE
950,2105,MISSING LANGUAGE
951,2106,MISSING LANGUAGE
952,2107,MISSING LANGUAGE
953,2108,MISSING LANGUAGE
954,2110,MISSING LANGUAGE
955,2112,MISSING LANGUAGE
956,2114,MISSING LANGUAGE
957,2114,MISSING BACKGROUND
958,2115,MISSING LANGUAGE
959,2116,MISSING LANGUAGE
960,2117,MISSING LANGUAGE
961,2118,MISSING LANGUAGE
962,2118,MISSING BACKGROUND
963,2119,MISSING LANGUAGE
964,2119,MISSING BACKGROUND
965,2120,MISSING LANGUAGE
966,2129,MISSING BACKGROUND
967,2141,MISSING BACKGROUND
968,2142,MISSING BACKGROUND
969,2146,MISSING LANGUAGE
970,2165,MISSING BACKGROUND
971,2166,MISSING BACKGROUND
972,2167,MISSING BACKGROUND
973,2168,MISSING BACKGROUND
974,2169,MISSING LANGUAGE
975,2169,MISSING BACKGROUND
976,2182,MISSING BACKGROUND
977,2195,MISSING LANGUAGE
978,2211,MISSING BACKGROUND
979,2212,MISSING BACKGROUND
980,2213,MISSING LANGUAGE
981,2213,MISSING BACKGROUND
982,2214,MISSING BACKGROUND
983,2225,MISSING BACKGROUND
984,2226,MISSING BACKGROUND
985,2231,MISSING BACKGROUND
986,2232,MISSING BACKGROUND
987,2233,MISSING BACKGROUND
988,2234,MISSING LANGUAGE
989,2235,MISSING LANGUAGE
990,2236,MISSING LANGUAGE
991,2236,MISSING BACKGROUND
992,2237,MISSING LANGUAGE
993,2237,MISSING BACKGROUND
994,2264,MISSING LANGUAGE
995,2324,MISSING BACKGROUND
996,2327,MISSING LANGUAGE
997,2329,MISSING LANGUAGE
998,2354,MISSING LANGUAGE
999,2356,MISSING LANGUAGE
1000,2364,MISSING BACKGROUND
1001,2366,MISSING LANGUAGE
1002,2366,MISSING BACKGROUND
1003,2367,MISSING LANGUAGE
1004,2369,MISSING BACKGROUND
1005,2370,MISSING LANGUAGE
1006,2371,MISSING LANGUAGE
1007,2382,MISSING BACKGROUND
1008,2385,MISSING LANGUAGE
1009,2387,MISSING LANGUAGE
1010,2388,MISSING LANGUAGE
1011,2390,MISSING BACKGROUND
1012,2393,MISSING BACKGROUND
1013,2394,MISSING BACKGROUND
1014,2395,MISSING LANGUAGE
1015,2396,MISSING BACKGROUND
1016,2399,MISSING LANGUAGE
1017,2401,MISSING LANGUAGE
1018,2402,MISSING LANGUAGE
1019,2404,MISSING LANGUAGE
1020,2408,MISSING BACKGROUND
1021,2409,MISSING BACKGROUND
1022,2410,MISSING BACKGROUND
1023,2411,MISSING BACKGROUND
1024,2412,MISSING BACKGROUND
1025,2413,MISSING BACKGROUND
1026,2414,MISSING BACKGROUND
1027,2415,MISSING LANGUAGE
1028,2415,MISSING BACKGROUND
1029,2416,MISSING LANGUAGE
1030,2416,MISSING BACKGROUND
1031,2417,MISSING LANGUAGE
1032,2417,MISSING BACKGROUND
1033,2418,MISSING LANGUAGE
1034,2418,MISSING BACKGROUND
1035,2419,MISSING LANGUAGE
1036,2419,MISSING BACKGROUND
1037,2420,MISSING LANGUAGE
1038,2420,MISSING BACKGROUND
1039,2421,MISSING BACKGROUND
1040,2422,MISSING BACKGROUND
1041,2423,MISSING LANGUAGE
1042,2423,MISSING BACKGROUND
1043,2424,MISSING LANGUAGE
1044,2424,MISSING BACKGROUND
1045,2425,MISSING BACKGROUND
1046,2426,MISSING BACKGROUND
1047,2427,MISSING LANGUAGE
1048,2427,MISSING BACKGROUND
1049,2428,MISSING BACKGROUND
1050,2429,MISSING BACKGROUND
1051,2430,MISSING BACKGROUND
1052,2431,MISSING BACKGROUND
1053,2432,MISSING LANGUAGE
1054,2432,MISSING BACKGROUND
1055,2433,MISSING LANGUAGE
1056,2433,MISSING BACKGROUND
1057,2434,MISSING BACKGROUND
1058,2486,MISSING LANGUAGE
1059,2508,MISSING LANGUAGE
1060,2509,MISSING LANGUAGE
1061,2513,MISSING LANGUAGE
1062,2514,MISSING LANGUAGE
1063,2515,MISSING LANGUAGE
1064,2526,MISSING LANGUAGE
1065,2528,MISSING LANGUAGE
1066,2538,MISSING BACKGROUND
1067,2539,MISSING LANGUAGE
1068,2541,MISSING BACKGROUND
1069,2545,MISSING BACKGROUND
1070,2546,MISSING BACKGROUND
1071,2547,MISSING BACKGROUND
1072,2548,MISSING BACKGROUND
1073,2549,MISSING BACKGROUND
1074,2550,MISSING BACKGROUND
1075,2551,MISSING BACKGROUND
1076,2552,MISSING LANGUAGE
1077,2552,MISSING BACKGROUND
1078,2553,MISSING LANGUAGE
1079,2553,MISSING BACKGROUND
1080,2554,MISSING LANGUAGE
1081,2554,MISSING BACKGROUND
1082,2555,MISSING LANGUAGE
1083,2555,MISSING BACKGROUND
1084,2556,MISSING BACKGROUND
1085,2557,MISSING BACKGROUND
1086,2558,MISSING LANGUAGE
1087,2558,MISSING BACKGROUND
1088,2559,MISSING BACKGROUND
1089,2560,MISSING BACKGROUND
1090,2561,MISSING BACKGROUND
1091,2592,MISSING LANGUAGE
1092,2592,MISSING BACKGROUND
1093,2594,MISSING LANGUAGE
1094,2595,MISSING LANGUAGE
1095,2596,MISSING LANGUAGE
1096,2597,MISSING LANGUAGE
1097,2603,MISSING LANGUAGE
1098,2611,MISSING LANGUAGE
1099,2619,MISSING LANGUAGE
1100,2628,MISSING LANGUAGE
1101,2629,MISSING LANGUAGE
1102,2630,MISSING LANGUAGE
1103,2631,MISSING LANGUAGE
1104,2636,MISSING LANGUAGE
1105,2638,MISSING LANGUAGE
1106,2639,MISSING LANGUAGE
1107,2641,MISSING LANGUAGE
1108,2643,MISSING LANGUAGE
1109,2645,MISSING BACKGROUND
1110,2646,MISSING BACKGROUND
1111,2647,MISSING LANGUAGE
1112,2648,MISSING LANGUAGE
1113,2649,MISSING LANGUAGE
1114,2651,MISSING LANGUAGE
1115,2654,MISSING LANGUAGE
1116,2659,MISSING BACKGROUND
1117,2668,MISSING LANGUAGE
1118,2669,MISSING LANGUAGE
1119,2671,MISSING LANGUAGE
1120,2673,MISSING BACKGROUND
1121,2674,MISSING LANGUAGE
1122,2674,MISSING BACKGROUND
1123,2676,MISSING LANGUAGE
1124,2677,MISSING LANGUAGE
1125,2678,MISSING LANGUAGE
1126,2679,MISSING LANGUAGE
1127,2681,MISSING LANGUAGE
1128,2682,MISSING LANGUAGE
1129,2684,MISSING LANGUAGE
1130,2685,MISSING LANGUAGE
1131,2689,MISSING LANGUAGE
1132,2694,MISSING LANGUAGE
1133,2695,MISSING LANGUAGE
1134,2696,MISSING LANGUAGE
1135,2698,MISSING LANGUAGE
1136,2699,MISSING LANGUAGE
1137,2701,MISSING LANGUAGE
1138,2707,MISSING LANGUAGE
1139,2716,MISSING LANGUAGE
1140,2718,MISSING LANGUAGE
1141,2719,MISSING LANGUAGE
1142,2720,MISSING LANGUAGE
1143,2720,MISSING BACKGROUND
1144,2721,MISSING LANGUAGE
1145,2723,MISSING BACKGROUND
1146,2724,MISSING LANGUAGE
1147,2726,MISSING LANGUAGE
1148,2727,MISSING LANGUAGE
1149,2729,MISSING LANGUAGE
1150,2729,MISSING BACKGROUND
1151,2731,MISSING LANGUAGE
1152,2732,MISSING LANGUAGE
1153,2733,MISSING LANGUAGE
1154,2734,MISSING LANGUAGE
1155,2735,MISSING LANGUAGE
1156,2736,MISSING LANGUAGE
1157,2737,MISSING LANGUAGE
1158,2737,MISSING BACKGROUND
1159,2738,MISSING BACKGROUND
1160,2739,MISSING BACKGROUND
1161,2740,MISSING LANGUAGE
1162,2740,MISSING BACKGROUND
1163,2741,MISSING LANGUAGE
1164,2741,MISSING BACKGROUND
1165,2742,MISSING BACKGROUND
1166,2743,MISSING GPA
1167,2743,MISSING LANGUAGE
1168,2743,MISSING BACKGROUND
1169,2744,MISSING BACKGROUND
1170,2745,MISSING LANGUAGE
1171,2745,MISSING BACKGROUND
1172,2746,MISSING BACKGROUND
1173,2747,MISSING LANGUAGE
1174,2747,MISSING BACKGROUND
1175,2748,MISSING LANGUAGE
1176,2751,MISSING LANGUAGE
1177,2752,MISSING LANGUAGE
1178,2753,MISSING LANGUAGE
1179,2754,MISSING LANGUAGE
1180,2756,MISSING LANGUAGE
1181,2756,MISSING BACKGROUND
1182,2757,MISSING LANGUAGE
1183,2758,MISSING LANGUAGE
1184,2759,MISSING LANGUAGE
1185,2760,MISSING LANGUAGE
1186,2761,MISSING LANGUAGE
1187,2763,MISSING LANGUAGE
1188,2764,MISSING LANGUAGE
1189,2767,MISSING LANGUAGE
1190,2767,MISSING BACKGROUND
1191,2768,MISSING LANGUAGE
1192,2768,MISSING BACKGROUND
1193,2769,MISSING LANGUAGE
1194,2770,MISSING LANGUAGE
1195,2771,MISSING LANGUAGE
1196,2772,MISSING LANGUAGE
1197,2773,MISSING GPA
1198,2773,MISSING LANGUAGE
1199,2773,MISSING BACKGROUND
1200,2774,MISSING LANGUAGE
1201,2776,MISSING LANGUAGE
1202,2780,MISSING LANGUAGE
1203,2791,MISSING LANGUAGE
1204,2817,MISSING LANGUAGE
1205,2825,MISSING LANGUAGE
1206,2825,MISSING BACKGROUND
1207,2827,MISSING BACKGROUND
1208,2832,MISSING BACKGROUND
1209,2833,MISSING LANGUAGE
1210,2834,MISSING LANGUAGE
1211,2835,MISSING LANGUAGE
1212,2859,MISSING LANGUAGE
1213,2864,MISSING LANGUAGE
1214,2867,MISSING LANGUAGE
1215,2869,MISSING LANGUAGE
1216,2874,MISSING LANGUAGE
1217,2875,MISSING LANGUAGE
1218,2877,MISSING LANGUAGE
1219,2878,MISSING LANGUAGE
1220,2878,MISSING BACKGROUND
1221,2884,MISSING LANGUAGE
1222,2887,MISSING LANGUAGE
1223,2889,MISSING LANGUAGE
1224,2891,MISSING LANGUAGE
1225,2892,MISSING LANGUAGE
1226,2893,MISSING LANGUAGE
1227,2896,MISSING LANGUAGE
1228,2902,MISSING BACKGROUND
1229,2903,MISSING BACKGROUND
1230,2904,MISSING BACKGROUND
1231,2905,MISSING LANGUAGE
1232,2905,MISSING BACKGROUND
1233,2906,MISSING LANGUAGE
1234,2906,MISSING BACKGROUND
1235,2907,MISSING LANGUAGE
1236,2907,MISSING BACKGROUND
1237,2908,MISSING BACKGROUND
1238,2909,MISSING LANGUAGE
1239,2909,MISSING BACKGROUND
1240,2910,MISSING LANGUAGE
1241,2910,MISSING BACKGROUND
1242,2911,MISSING BACKGROUND
1243,2912,MISSING BACKGROUND
1244,2913,MISSING BACKGROUND
1245,2926,MISSING LANGUAGE
1246,2939,MISSING LANGUAGE
1247,2948,MISSING LANGUAGE
1248,2970,MISSING LANGUAGE
1249,2971,MISSING LANGUAGE
1250,2972,MISSING BACKGROUND
1251,2993,MISSING LANGUAGE
1252,2996,MISSING LANGUAGE
1253,3009,MISSING LANGUAGE
1254,3014,MISSING LANGUAGE
1255,3018,MISSING LANGUAGE
1256,3028,MISSING LANGUAGE
1257,3032,MISSING LANGUAGE
1258,3037,MISSING LANGUAGE
1259,3041,MISSING LANGUAGE
1260,3042,MISSING LANGUAGE
1261,3051,MISSING LANGUAGE
1262,3054,MISSING LANGUAGE
1263,3055,MISSING LANGUAGE
1264,3058,MISSING LANGUAGE
1265,3065,MISSING LANGUAGE
1266,3069,MISSING LANGUAGE
1267,3071,MISSING LANGUAGE
1268,3072,MISSING LANGUAGE
1269,3073,MISSING LANGUAGE
1270,3075,MISSING LANGUAGE
1271,3077,MISSING LANGUAGE
1272,3078,MISSING LANGUAGE
1273,3082,MISSING LANGUAGE
1274,3083,MISSING LANGUAGE
1275,3084,MISSING LANGUAGE
1276,3085,MISSING LANGUAGE
1277,3087,MISSING LANGUAGE
1278,3089,MISSING LANGUAGE
1279,3096,MISSING LANGUAGE
1280,3098,MISSING LANGUAGE
1281,3099,MISSING LANGUAGE
1282,3100,MISSING LANGUAGE
1283,3101,MISSING LANGUAGE
1284,3102,MISSING LANGUAGE
1285,3102,MISSING BACKGROUND
1286,3103,MISSING LANGUAGE
1287,3103,MISSING BACKGROUND
1288,3104,MISSING LANGUAGE
1289,3104,MISSING BACKGROUND
1290,3105,MISSING LANGUAGE
1291,3106,MISSING LANGUAGE
1292,3111,MISSING LANGUAGE
1293,3112,MISSING LANGUAGE
1294,3113,MISSING LANGUAGE
1295,3114,MISSING LANGUAGE
1296,3118,MISSING LANGUAGE
1297,3122,MISSING LANGUAGE
1298,3129,MISSING LANGUAGE
1299,3131,MISSING LANGUAGE
1300,3134,MISSING GPA
1301,3134,MISSING BACKGROUND
1302,3135,MISSING BACKGROUND
1303,3136,MISSING BACKGROUND
1304,3137,MISSING BACKGROUND
1305,3138,MISSING BACKGROUND
1306,3139,MISSING BACKGROUND
1307,3140,MISSING BACKGROUND
1308,3150,MISSING LANGUAGE
1309,3151,MISSING LANGUAGE
1310,3152,MISSING LANGUAGE
1311,3156,MISSING LANGUAGE
1312,3160,MISSING LANGUAGE
1313,3163,MISSING LANGUAGE
1314,3169,MISSING LANGUAGE
1315,3172,MISSING LANGUAGE
1316,3174,MISSING LANGUAGE
1317,3177,MISSING LANGUAGE
1318,3181,MISSING LANGUAGE
1319,3186,MISSING LANGUAGE
1320,3189,MISSING LANGUAGE
1321,3191,MISSING LANGUAGE
1322,3194,MISSING LANGUAGE
1323,3197,MISSING LANGUAGE
1324,3204,MISSING LANGUAGE
1325,3205,MISSING LANGUAGE
1326,3207,MISSING LANGUAGE
1327,3208,MISSING LANGUAGE
1328,3210,MISSING LANGUAGE
1329,3212,MISSING LANGUAGE
1330,3216,MISSING GPA
1331,3216,MISSING BACKGROUND
1332,3217,MISSING BACKGROUND
1333,3218,MISSING BACKGROUND
1334,3221,MISSING LANGUAGE
1335,3226,MISSING LANGUAGE
1336,3227,MISSING LANGUAGE
1337,3228,MISSING LANGUAGE
1338,3229,MISSING LANGUAGE
1339,3230,MISSING LANGUAGE
1340,3231,MISSING LANGUAGE
1341,3232,MISSING LANGUAGE
1342,3236,MISSING LANGUAGE
1343,3237,MISSING LANGUAGE
1344,3239,MISSING LANGUAGE
1345,3241,MISSING LANGUAGE
1346,3245,MISSING LANGUAGE
1347,3246,MISSING LANGUAGE
1348,3248,MISSING LANGUAGE
1349,3249,MISSING LANGUAGE
1350,3250,MISSING LANGUAGE
1351,3254,MISSING LANGUAGE
1352,3262,MISSING LANGUAGE
1353,3263,MISSING LANGUAGE
1354,3264,MISSING LANGUAGE
1355,3265,MISSING LANGUAGE
1356,3268,MISSING LANGUAGE
1357,3269,MISSING LANGUAGE
1358,3271,MISSING LANGUAGE
1359,3272,MISSING LANGUAGE
1360,3273,MISSING LANGUAGE
1361,3274,MISSING LANGUAGE
1362,3275,MISSING LANGUAGE
1363,3279,MISSING LANGUAGE
1364,3280,MISSING LANGUAGE
1365,3281,MISSING LANGUAGE
1366,3282,MISSING LANGUAGE
1367,3283,MISSING LANGUAGE
1368,3290,MISSING LANGUAGE
1369,3293,MISSING LANGUAGE
1370,3294,MISSING LANGUAGE
1371,3295,MISSING LANGUAGE
1372,3299,MISSING LANGUAGE
1373,3300,MISSING LANGUAGE
1374,3301,MISSING LANGUAGE
1375,3303,MISSING LANGUAGE
1376,3304,MISSING LANGUAGE
1377,3306,MISSING LANGUAGE
1378,3307,MISSING LANGUAGE
1379,3308,MISSING LANGUAGE
1380,3309,MISSING LANGUAGE
1381,3310,MISSING LANGUAGE
1382,3311,MISSING LANGUAGE
1383,3311,MISSING BACKGROUND
1384,3313,MISSING LANGUAGE
1385,3314,MISSING LANGUAGE
1386,3315,MISSING LANGUAGE
1387,3316,MISSING LANGUAGE
1388,3317,MISSING LANGUAGE
1389,3318,MISSING LANGUAGE
1390,3319,MISSING LANGUAGE
1391,3320,MISSING BACKGROUND
1392,3325,MISSING LANGUAGE
1393,3326,MISSING LANGUAGE
1394,3329,MISSING LANGUAGE
1395,3332,MISSING LANGUAGE
1396,3334,MISSING LANGUAGE
1397,3336,MISSING LANGUAGE
1398,3337,MISSING LANGUAGE
1399,3338,MISSING LANGUAGE
1400,3339,MISSING LANGUAGE
1401,3342,MISSING LANGUAGE
1402,3345,MISSING LANGUAGE
1403,3347,MISSING LANGUAGE
1404,3348,MISSING LANGUAGE
1405,3352,MISSING LANGUAGE
1406,3353,MISSING LANGUAGE
1407,3355,MISSING LANGUAGE
1408,3356,MISSING LANGUAGE
1409,3359,MISSING LANGUAGE
1410,3360,MISSING LANGUAGE
1411,3362,MISSING LANGUAGE
1412,3363,MISSING LANGUAGE
1413,3365,MISSING LANGUAGE
1414,3366,MISSING LANGUAGE
1415,3367,MISSING BACKGROUND
1416,3368,MISSING BACKGROUND
1417,3374,MISSING LANGUAGE
1418,3375,MISSING LANGUAGE
1419,3376,MISSING LANGUAGE
1420,3377,MISSING LANGUAGE
1421,3378,MISSING LANGUAGE
1422,3379,MISSING LANGUAGE
1423,3380,MISSING LANGUAGE
1424,3381,MISSING LANGUAGE
1425,3386,MISSING BACKGROUND
1426,3391,MISSING LANGUAGE
1427,3391,MISSING BACKGROUND
1428,3392,MISSING LANGUAGE
1429,3393,MISSING GPA
1430,3393,MISSING BACKGROUND
1431,3394,MISSING BACKGROUND
1432,3395,MISSING LANGUAGE
1433,3397,MISSING BACKGROUND
1434,3398,MISSING LANGUAGE
1435,3398,MISSING BACKGROUND
1436,3399,MISSING BACKGROUND
1437,3400,MISSING BACKGROUND
1438,3401,MISSING GPA
1439,3401,MISSING BACKGROUND
1440,3402,MISSING GPA
1441,3402,MISSING BACKGROUND
1442,3403,MISSING BACKGROUND
1443,3404,MISSING BACKGROUND
1444,3405,MISSING GPA
1445,3405,MISSING BACKGROUND
1446,3406,MISSING BACKGROUND
1447,3407,MISSING GPA
1448,3407,MISSING BACKGROUND
1449,3408,MISSING BACKGROUND
1450,3409,MISSING BACKGROUND
1451,3410,MISSING BACKGROUND
1452,3411,MISSING BACKGROUND
1453,3412,MISSING BACKGROUND
1454,3413,MISSING LANGUAGE
1455,3413,MISSING BACKGROUND
1456,3415,MISSING LANGUAGE
1457,3416,MISSING LANGUAGE
1458,3422,MISSING LANGUAGE
1459,3423,MISSING LANGUAGE
1460,3424,MISSING LANGUAGE
1461,3425,MISSING LANGUAGE
1462,3429,MISSING LANGUAGE
1463,3430,MISSING LANGUAGE
1464,3431,MISSING LANGUAGE
1465,3432,MISSING LANGUAGE
1466,3434,MISSING LANGUAGE
1467,3435,MISSING LANGUAGE
1468,3437,MISSING LANGUAGE
1469,3438,MISSING LANGUAGE
1470,3440,MISSING LANGUAGE
1471,3447,MISSING LANGUAGE
1472,3447,MISSING BACKGROUND
1473,3448,MISSING LANGUAGE
1474,3448,MISSING BACKGROUND
1475,3450,MISSING LANGUAGE
1476,3451,MISSING LANGUAGE
1477,3452,MISSING LANGUAGE
1478,3452,MISSING BACKGROUND
1479,3455,MISSING LANGUAGE
1480,3456,MISSING LANGUAGE
1481,3457,MISSING LANGUAGE
1482,3458,MISSING LANGUAGE
1483,3459,MISSING BACKGROUND
1484,3460,MISSING LANGUAGE
1485,3461,MISSING LANGUAGE
1486,3462,MISSING LANGUAGE
1487,3483,MISSING LANGUAGE
1488,3491,MISSING LANGUAGE
1489,3492,MISSING LANGUAGE
1490,3502,MISSING LANGUAGE
1491,3502,MISSING BACKGROUND
1492,3515,MISSING BACKGROUND
1493,3516,MISSING BACKGROUND
1494,3517,MISSING GPA
1495,3517,MISSING BACKGROUND
1496,3519,MISSING LANGUAGE
1497,3520,MISSING LANGUAGE
1498,3523,MISSING LANGUAGE
1499,3526,MISSING LANGUAGE
1500,3529,MISSING LANGUAGE
1501,3532,MISSING LANGUAGE
1502,3533,MISSING LANGUAGE
1503,3534,MISSING LANGUAGE
1504,3535,MISSING LANGUAGE
1505,3539,MISSING LANGUAGE
1506,3540,MISSING LANGUAGE
1507,3541,MISSING LANGUAGE
1508,3551,MISSING LANGUAGE
1509,3551,MISSING BACKGROUND
1510,3552,MISSING LANGUAGE
1511,3552,MISSING BACKGROUND
1512,3555,MISSING LANGUAGE
1513,3557,MISSING LANGUAGE
1514,3558,MISSING LANGUAGE
1515,3560,MISSING LANGUAGE
1516,3561,MISSING LANGUAGE
1517,3562,MISSING LANGUAGE
1518,3564,MISSING LANGUAGE
1519,3565,MISSING LANGUAGE
1520,3565,MISSING BACKGROUND
1521,3566,MISSING LANGUAGE
1522,3569,MISSING LANGUAGE
1523,3574,MISSING LANGUAGE
1524,3576,MISSING BACKGROUND
1525,3577,MISSING BACKGROUND
1526,3578,MISSING BACKGROUND
1527,3579,MISSING LANGUAGE
1528,3579,MISSING BACKGROUND
1529,3580,MISSING BACKGROUND
1530,3581,MISSING LANGUAGE
1531,3581,MISSING BACKGROUND
1532,3582,MISSING BACKGROUND
1533,3583,MISSING BACKGROUND
1534,3584,MISSING LANGUAGE
1535,3584,MISSING BACKGROUND
1536,3585,MISSING BACKGROUND
1537,3586,MISSING BACKGROUND
1538,3589,MISSING LANGUAGE
1539,3592,MISSING LANGUAGE
1540,3594,MISSING LANGUAGE
1541,3595,MISSING LANGUAGE
1542,3605,MISSING LANGUAGE
1543,3607,MISSING LANGUAGE
1544,3609,MISSING LANGUAGE
1545,3613,MISSING LANGUAGE
1546,3614,MISSING LANGUAGE
1547,3617,MISSING LANGUAGE
1548,3644,MISSING LANGUAGE
1549,3645,MISSING LANGUAGE
1550,3646,MISSING LANGUAGE
1551,3647,MISSING LANGUAGE
1552,3648,MISSING LANGUAGE
1553,3650,MISSING LANGUAGE
1554,3659,MISSING BACKGROUND
1555,3665,MISSING BACKGROUND
1556,3667,MISSING LANGUAGE
1557,3669,MISSING LANGUAGE
1558,3670,MISSING LANGUAGE
1559,3673,MISSING LANGUAGE
1560,3674,MISSING LANGUAGE
1561,3675,MISSING LANGUAGE
1562,3676,MISSING LANGUAGE
1563,3685,MISSING LANGUAGE
1564,3688,MISSING LANGUAGE
1565,3694,MISSING LANGUAGE
1566,3695,MISSING LANGUAGE
1567,3697,MISSING LANGUAGE
1568,3699,MISSING LANGUAGE
1569,3702,MISSING GPA
1570,3702,MISSING LANGUAGE
1571,3704,MISSING LANGUAGE
1572,3705,MISSING LANGUAGE
1573,3706,MISSING LANGUAGE
1574,3708,MISSING GPA
1575,3708,MISSING LANGUAGE
1576,3712,MISSING LANGUAGE
1577,3714,MISSING LANGUAGE
1578,3716,MISSING LANGUAGE
1579,3719,MISSING LANGUAGE
1580,3720,MISSING LANGUAGE
1581,3721,MISSING LANGUAGE
1582,3724,MISSING LANGUAGE
1583,3726,MISSING LANGUAGE
1584,3726,MISSING BACKGROUND
1585,3729,MISSING LANGUAGE
1586,3729,MISSING BACKGROUND
1587,3730,MISSING LANGUAGE
1588,3740,MISSING LANGUAGE
1589,3743,MISSING LANGUAGE
1590,3744,MISSING LANGUAGE
1591,3745,MISSING LANGUAGE
1592,3746,MISSING LANGUAGE
1593,3747,MISSING LANGUAGE
1594,3749,MISSING LANGUAGE
1595,3751,MISSING LANGUAGE
1596,3754,MISSING BACKGROUND
1597,3755,MISSING GPA
1598,3755,MISSING BACKGROUND
1599,3756,MISSING BACKGROUND
1600,3757,MISSING GPA
1601,3757,MISSING BACKGROUND
1602,3758,MISSING LANGUAGE
1603,3758,MISSING BACKGROUND
1604,3759,MISSING BACKGROUND
1605,3760,MISSING BACKGROUND
1606,3761,MISSING BACKGROUND
1607,3762,MISSING BACKGROUND
1608,3763,MISSING BACKGROUND
1609,3764,MISSING BACKGROUND
1610,3765,MISSING BACKGROUND
1611,3766,MISSING BACKGROUND
1612,3767,MISSING BACKGROUND
1613,3768,MISSING BACKGROUND
1614,3769,MISSING LANGUAGE
1615,3769,MISSING BACKGROUND
1616,3770,MISSING LANGUAGE
1617,3770,MISSING BACKGROUND
1618,3771,MISSING BACKGROUND
1619,3772,MISSING BACKGROUND
1620,3773,MISSING BACKGROUND
1621,3774,MISSING BACKGROUND
1622,3775,MISSING LANGUAGE
1623,3777,MISSING LANGUAGE
